school minority sex ses math.achieve sector size percent
7342 No Male -0.938 10.365 Catholic 1220 46
7342 No Male -0.898 14.181 Catholic 1220 46
7342 No Male -0.718 15.33 Catholic 1220 46
7342 No Male -1.418 3.683 Catholic 1220 46
7342 No Male -0.418 17.31 Catholic 1220 46
7342 Yes Male 0.352 11.661 Catholic 1220 46
7342 No Male -0.398 19.773 Catholic 1220 46
7342 No Male -0.078 9.156 Catholic 1220 46
7342 No Male -0.418 10.637 Catholic 1220 46
7342 No Male -1.478 21.879 Catholic 1220 46
7342 No Male -0.768 1.103 Catholic 1220 46
7342 Yes Male -0.878 13.31 Catholic 1220 46
7342 No Male -0.588 7.531 Catholic 1220 46
7342 Yes Male -0.048 10.453 Catholic 1220 46
7342 Yes Male -0.628 18.226 Catholic 1220 46
7342 Yes Male -0.678 1.187 Catholic 1220 46
7342 Yes Male 0.742 8.283 Catholic 1220 46
7342 No Male 0.032 17.28 Catholic 1220 46
7342 Yes Male -1.088 15.449 Catholic 1220 46
7342 No Male -0.328 6.923 Catholic 1220 46
7342 Yes Male 0.032 5.529 Catholic 1220 46
7342 No Male -0.158 19.098 Catholic 1220 46
7342 No Male 0.862 11.664 Catholic 1220 46
7342 No Male -0.018 10.033 Catholic 1220 46
7342 No Male -0.308 13.328 Catholic 1220 46
7342 No Male -0.658 5.418 Catholic 1220 46
7342 No Male 0.152 20.02 Catholic 1220 46
7342 No Male -1.108 2.956 Catholic 1220 46
7342 No Male -0.188 22.535 Catholic 1220 46
7342 No Male -0.978 6.194 Catholic 1220 46
7342 Yes Male -0.508 -1.688 Catholic 1220 46
7345 No Female 0.702 13.068 Public 978 64
7345 Yes Female 0.002 13.085 Public 978 64
7345 Yes Male -0.078 -0.203 Public 978 64
7345 Yes Female -0.588 12.609 Public 978 64
7345 No Female 0.762 16.98 Public 978 64
7345 No Female 0.882 17.983 Public 978 64
7345 No Female 1.372 12.787 Public 978 64
7345 Yes Female -1.528 8.788 Public 978 64
7345 No Male -1.618 11.919 Public 978 64
7345 No Female 1.072 22.5 Public 978 64
7345 No Female 0.692 11.07 Public 978 64
7345 No Female 1.152 23.585 Public 978 64
7345 Yes Female -0.958 7.891 Public 978 64
7345 No Male 0.602 0.908 Public 978 64
7345 No Male 0.932 16.706 Public 978 64
7345 No Female -0.738 20.784 Public 978 64
7345 No Female 0.672 15.539 Public 978 64
7345 No Male -0.188 12.904 Public 978 64
7345 No Male 0.692 18.909 Public 978 64
7345 No Male 0.292 16.652 Public 978 64
7345 No Male 0.342 7.513 Public 978 64
7345 Yes Female 0.052 12.848 Public 978 64
7345 Yes Male -2.078 13.047 Public 978 64
7345 No Female 0.712 16.706 Public 978 64
7345 No Female 0.352 1.817 Public 978 64
7345 Yes Male 0.132 4.215 Public 978 64
7345 Yes Female -1.358 4.6 Public 978 64
7345 No Male 0.892 22.313 Public 978 64
7345 No Male 1.282 24.993 Public 978 64
7345 No Female -1.048 5.926 Public 978 64
7345 No Male 0.452 12.123 Public 978 64
7345 Yes Male -0.988 1.442 Public 978 64
7345 No Male 0.082 4.023 Public 978 64
7345 No Male 0.602 2.126 Public 978 64
7345 Yes Female -0.358 9.098 Public 978 64
7345 No Male 0.502 20.767 Public 978 64
7345 No Male -0.138 2.211 Public 978 64
7345 No Female -0.548 2.527 Public 978 64
7345 No Male 0.812 9.764 Public 978 64
7345 No Male 0.402 14.337 Public 978 64
7345 No Female -0.658 4.337 Public 978 64
7345 No Male 0.472 17.513 Public 978 64
7345 Yes Female -0.798 8.157 Public 978 64
7345 No Female 0.822 -0.184 Public 978 64
7345 Yes Female -1.098 2.354 Public 978 64
7345 No Female 0.472 23.134 Public 978 64
7345 No Female 0.162 10.009 Public 978 64
7345 Yes Male -0.668 3.361 Public 978 64
7345 No Male 0.712 21.873 Public 978 64
7345 Yes Male -0.948 -2.541 Public 978 64
7345 No Male -0.898 8.231 Public 978 64
7345 No Female 0.422 18.441 Public 978 64
7345 No Male 1.082 20.589 Public 978 64
7345 No Female -0.348 10.969 Public 978 64
7345 No Male -0.288 12.16 Public 978 64
7345 No Female -0.808 9.696 Public 978 64
7364 No Female 0.372 13.88 Catholic 1500 35
7364 No Female -0.808 20.556 Catholic 1500 35
7364 No Female -0.468 14.665 Catholic 1500 35
7364 No Female 0.322 5.486 Catholic 1500 35
7364 No Female 0.622 3.762 Catholic 1500 35
7364 No Female 0.022 13.928 Catholic 1500 35
7364 No Female -0.688 17.348 Catholic 1500 35
7364 No Female -0.988 14.867 Catholic 1500 35
7364 No Female 0.312 3.554 Catholic 1500 35
7364 No Female -0.228 2.347 Catholic 1500 35
7364 No Female 0.472 16.485 Catholic 1500 35
7364 No Female -1.268 5.058 Catholic 1500 35
7364 No Female -0.038 19.836 Catholic 1500 35
7364 No Female 0.022 11.211 Catholic 1500 35
7364 No Female -0.178 20.325 Catholic 1500 35
7364 No Female 0.352 21.139 Catholic 1500 35
7364 No Female -0.168 22.678 Catholic 1500 35
7364 No Female -0.688 10.454 Catholic 1500 35
7364 No Female 0.032 13.131 Catholic 1500 35
7364 No Female -0.568 16.28 Catholic 1500 35
7364 No Female 0.202 7.12 Catholic 1500 35
7364 No Female -0.208 8.839 Catholic 1500 35
7364 No Female 0.182 20.964 Catholic 1500 35
7364 No Female 0.202 22.854 Catholic 1500 35
7364 No Female -0.378 10.174 Catholic 1500 35
7364 No Female 0.172 23.323 Catholic 1500 35
7364 No Female -0.308 19.096 Catholic 1500 35
7364 No Female -0.358 7.067 Catholic 1500 35
7364 No Female 0.622 14.833 Catholic 1500 35
7364 No Female 0.312 16.18 Catholic 1500 35
7364 No Female -0.568 17.594 Catholic 1500 35
7364 No Female 0.442 14.201 Catholic 1500 35
7364 Yes Female 0.052 20.29 Catholic 1500 35
7364 No Female -0.458 17.276 Catholic 1500 35
7364 No Female -0.018 19.275 Catholic 1500 35
7364 No Female 0.082 10.848 Catholic 1500 35
7364 No Female -0.238 6.015 Catholic 1500 35
7364 No Female -0.778 11.335 Catholic 1500 35
7364 No Female -0.228 6.571 Catholic 1500 35
7364 No Female 0.022 20.828 Catholic 1500 35
7364 No Female -0.998 17.231 Catholic 1500 35
7364 No Female 0.962 15.407 Catholic 1500 35
7364 No Female 1.002 13.238 Catholic 1500 35
7364 No Female -0.088 16.025 Catholic 1500 35
7635 No Male 0.012 12.162 Catholic 1495 48
7635 No Female -0.588 11.307 Catholic 1495 48
7635 No Male 1.152 11.552 Catholic 1495 48
7635 No Male 0.672 22.526 Catholic 1495 48
7635 No Female 0.342 12.707 Catholic 1495 48
7635 No Male 0.152 22.138 Catholic 1495 48
7635 No Male 0.442 14.077 Catholic 1495 48
7635 No Female 0.102 7.494 Catholic 1495 48
7635 No Female 0.762 6.027 Catholic 1495 48
7635 No Male -0.868 3.5 Catholic 1495 48
7635 No Female -0.938 14.842 Catholic 1495 48
7635 No Female -0.738 16.442 Catholic 1495 48
7635 No Female -0.038 17.768 Catholic 1495 48
7635 No Male 0.392 4.995 Catholic 1495 48
7635 No Female 0.062 22.579 Catholic 1495 48
7635 No Male 0.242 13.082 Catholic 1495 48
7635 No Male 0.902 17.989 Catholic 1495 48
7635 No Male 0.242 7.741 Catholic 1495 48
7635 No Male 1.392 22.851 Catholic 1495 48
7635 No Male 0.702 22.055 Catholic 1495 48
7635 No Female 0.352 20.691 Catholic 1495 48
7635 No Male 1.512 14.823 Catholic 1495 48
7635 No Female -0.978 21.445 Catholic 1495 48
7635 No Male -1.228 6.225 Catholic 1495 48
7635 No Female -0.408 17.049 Catholic 1495 48
7635 No Female -0.138 15.203 Catholic 1495 48
7635 No Female -0.008 19.989 Catholic 1495 48
7635 No Female 0.802 19.044 Catholic 1495 48
7635 No Male 0.422 7.703 Catholic 1495 48
7635 No Female 0.242 3.724 Catholic 1495 48
7635 No Female -0.258 10.535 Catholic 1495 48
7635 No Male 1.132 23.81 Catholic 1495 48
7635 No Male -1.238 5.479 Catholic 1495 48
7635 No Male 1.262 15.358 Catholic 1495 48
7635 No Female -0.648 5.866 Catholic 1495 48
7635 No Female 0.872 13.84 Catholic 1495 48
7635 No Female 0.742 13.398 Catholic 1495 48
7635 No Female 0.332 21.319 Catholic 1495 48
7635 No Male 0.222 22.066 Catholic 1495 48
7635 No Female 0.942 19.816 Catholic 1495 48
7635 No Female -0.018 24.479 Catholic 1495 48
7635 No Female 0.342 13.142 Catholic 1495 48
7635 No Female 0.342 12.406 Catholic 1495 48
7635 No Female -0.008 19.964 Catholic 1495 48
7635 No Male 1.202 22.37 Catholic 1495 48
7635 No Female 0.532 14.713 Catholic 1495 48
7635 No Male 0.112 22.016 Catholic 1495 48
7635 No Female -0.018 15.609 Catholic 1495 48
7635 No Male -0.258 19.795 Catholic 1495 48
7635 No Female 1.182 14.077 Catholic 1495 48
7635 No Male 0.652 8.554 Catholic 1495 48
7688 No Male -0.128 19.866 Catholic 1410 65
7688 No Male -0.318 20.078 Catholic 1410 65
7688 No Male 1.182 22.085 Catholic 1410 65
7688 No Male 0.222 20.928 Catholic 1410 65
7688 No Male -0.278 17.163 Catholic 1410 65
7688 No Male 0.272 21.563 Catholic 1410 65
7688 No Male 0.052 20.032 Catholic 1410 65
7688 No Male 0.392 22.94 Catholic 1410 65
7688 No Male 0.682 23.686 Catholic 1410 65
7688 No Male 0.032 22.745 Catholic 1410 65
7688 No Male 0.392 20.046 Catholic 1410 65
7688 No Male -0.008 22.909 Catholic 1410 65
7688 Yes Male 0.792 24.993 Catholic 1410 65
7688 No Male 0.752 15.264 Catholic 1410 65
7688 No Male 1.162 15.466 Catholic 1410 65
7688 No Male 0.172 16.855 Catholic 1410 65
7688 No Male 0.482 23.161 Catholic 1410 65
7688 No Male 0.432 18.718 Catholic 1410 65
7688 No Male 0.482 14.266 Catholic 1410 65
7688 No Male 0.772 16.267 Catholic 1410 65
7688 No Male 0.522 23.238 Catholic 1410 65
7688 No Male 0.062 15.781 Catholic 1410 65
7688 No Male 0.292 18.63 Catholic 1410 65
7688 No Male 0.792 19.06 Catholic 1410 65
7688 No Male 0.592 1.277 Catholic 1410 65
7688 No Male 0.902 24.993 Catholic 1410 65
7688 No Male 1.422 22.69 Catholic 1410 65
7688 No Male 0.092 21.07 Catholic 1410 65
7688 No Male 0.552 9.156 Catholic 1410 65
7688 No Male 0.612 19.004 Catholic 1410 65
7688 Yes Male 0.612 9.587 Catholic 1410 65
7688 Yes Male -0.628 18.504 Catholic 1410 65
7688 No Male -0.708 15.485 Catholic 1410 65
7688 No Male -0.468 16.216 Catholic 1410 65
7688 No Male -0.298 13.484 Catholic 1410 65
7688 No Male -0.938 20.978 Catholic 1410 65
7688 No Male -0.068 12.146 Catholic 1410 65
7688 No Male 0.002 18.284 Catholic 1410 65
7688 No Male 0.572 10.582 Catholic 1410 65
7688 No Male 0.132 21.517 Catholic 1410 65
7688 No Male 0.112 13.738 Catholic 1410 65
7688 No Male 0.502 20.908 Catholic 1410 65
7688 No Male 0.362 19.624 Catholic 1410 65
7688 No Male -0.638 15.24 Catholic 1410 65
7688 Yes Male -0.398 24.479 Catholic 1410 65
7688 No Male -0.008 22.907 Catholic 1410 65
7688 No Male -0.308 15.23 Catholic 1410 65
7688 Yes Male -0.078 20.502 Catholic 1410 65
7688 No Male 0.902 18.537 Catholic 1410 65
7688 No Male 0.712 17.258 Catholic 1410 65
7688 No Male -1.278 19.567 Catholic 1410 65
7688 No Male -0.488 16.252 Catholic 1410 65
7688 No Male -0.658 19.391 Catholic 1410 65
7688 No Male -0.288 20.459 Catholic 1410 65
7697 No Female -0.408 6.779 Public 1734 20
7697 No Female 0.662 12.505 Public 1734 20
7697 No Male 0.692 19.844 Public 1734 20
7697 No Male 0.482 17.163 Public 1734 20
7697 No Female -0.208 5.705 Public 1734 20
7697 No Male 0.252 22.973 Public 1734 20
7697 No Male -0.718 13.179 Public 1734 20
7697 No Female 0.562 7.015 Public 1734 20
7697 No Male 0.122 14.254 Public 1734 20
7697 No Male 0.832 20.13 Public 1734 20
7697 No Male 0.002 5.148 Public 1734 20
7697 No Female -0.008 11.475 Public 1734 20
7697 No Female 0.182 24.479 Public 1734 20
7697 No Female 0.742 23.398 Public 1734 20
7697 No Male -0.158 10.116 Public 1734 20
7697 No Male 0.542 24.483 Public 1734 20
7697 No Male 0.502 24.993 Public 1734 20
7697 No Male -0.158 20.226 Public 1734 20
7697 No Female 0.442 17.022 Public 1734 20
7697 No Male 0.822 23.464 Public 1734 20
7697 No Male 1.032 4.887 Public 1734 20
7697 No Male 0.272 21.848 Public 1734 20
7697 No Female 0.192 8.731 Public 1734 20
7697 No Male -0.588 13.528 Public 1734 20
7697 No Male 0.872 11.62 Public 1734 20
7697 No Male -0.228 18.395 Public 1734 20
7697 No Female -1.118 6.574 Public 1734 20
7697 No Male -1.078 18.805 Public 1734 20
7697 No Male 0.472 13.179 Public 1734 20
7697 No Male 0.802 23.185 Public 1734 20
7697 No Male 0.942 23.578 Public 1734 20
7697 No Female 1.512 14.416 Public 1734 20
7734 No Female -0.658 16.44 Public 1580 40
7734 No Male -1.238 4.132 Public 1580 40
7734 No Female -0.188 7.044 Public 1580 40
7734 No Male -1.278 24.041 Public 1580 40
7734 Yes Female -1.128 1.824 Public 1580 40
7734 Yes Male -1.128 5.118 Public 1580 40
7734 Yes Male -0.388 2.528 Public 1580 40
7734 No Female -0.878 5.194 Public 1580 40
7734 Yes Female -1.968 -1.225 Public 1580 40
7734 No Male 1.512 13.759 Public 1580 40
7734 Yes Male -0.638 17.054 Public 1580 40
7734 No Female 1.002 23.394 Public 1580 40
7734 No Female -0.068 9.782 Public 1580 40
7734 No Male 0.412 17.271 Public 1580 40
7734 No Female 0.602 24.479 Public 1580 40
7734 Yes Female 0.202 16.148 Public 1580 40
7734 Yes Female -1.518 0.554 Public 1580 40
7734 Yes Female -1.548 -0.281 Public 1580 40
7734 No Female -0.068 6.018 Public 1580 40
7734 No Male 0.192 23.062 Public 1580 40
7734 Yes Male -0.388 9.841 Public 1580 40
7734 No Female -1.168 6.135 Public 1580 40
7890 No Male -0.618 17.17 Public 311 21
7890 No Female 0.232 4.74 Public 311 21
7890 No Female 0.032 3.377 Public 311 21
7890 No Female -0.678 22.189 Public 311 21
7890 No Male -0.168 16.495 Public 311 21
7890 No Male -0.828 15.574 Public 311 21
7890 No Female -0.528 12.044 Public 311 21
7890 No Female -1.488 3.628 Public 311 21
7890 No Female 0.492 3.901 Public 311 21
7890 No Male -0.158 5.941 Public 311 21
7890 No Female -0.998 5.496 Public 311 21
7890 No Male -1.128 3.996 Public 311 21
7890 No Male 0.282 4.556 Public 311 21
7890 No Male 0.022 20.542 Public 311 21
7890 No Female -1.308 11.206 Public 311 21
7890 No Female -0.118 2.811 Public 311 21
7890 No Female -0.858 11.467 Public 311 21
7890 No Female -1.128 2.622 Public 311 21
7890 No Male -0.978 20.534 Public 311 21
7890 No Female -0.188 3.893 Public 311 21
7890 No Female -1.148 14.279 Public 311 21
7890 No Male -0.668 14.662 Public 311 21
7890 No Male -0.238 0.748 Public 311 21
7890 No Female -1.518 9.68 Public 311 21
7890 No Male -0.698 7.886 Public 311 21
7890 No Male -1.038 0.93 Public 311 21
7890 No Male 0.002 5.211 Public 311 21
7890 No Female -0.198 11.992 Public 311 21
7890 No Female -1.428 3.371 Public 311 21
7890 No Male -0.338 16.809 Public 311 21
7890 No Male -0.938 3.478 Public 311 21
7890 No Female -0.148 7.774 Public 311 21
7890 No Male -0.488 4.439 Public 311 21
7890 Yes Male -0.868 9.35 Public 311 21
7890 Yes Male -0.358 -0.398 Public 311 21
7890 No Male 0.112 20.468 Public 311 21
7890 No Female -1.038 10.16 Public 311 21
7890 No Female -0.738 8.787 Public 311 21
7890 No Female -0.388 8.954 Public 311 21
7890 No Female -1.388 2.434 Public 311 21
7890 No Female -0.118 3.295 Public 311 21
7890 No Male -0.368 6.893 Public 311 21
7890 No Male -1.598 3.414 Public 311 21
7890 No Male -1.148 9.28 Public 311 21
7890 No Male -0.168 8.322 Public 311 21
7890 Yes Male -0.318 6.22 Public 311 21
7890 No Female 0.832 12.037 Public 311 21
7890 No Male -0.988 20.648 Public 311 21
7890 Yes Male 0.802 3.744 Public 311 21
7890 Yes Male -0.048 -2.362 Public 311 21
7890 No Female 0.082 0.709 Public 311 21
7919 No Male 0.852 2.809 Public 1451 50
7919 No Female 1.022 7.788 Public 1451 50
7919 No Male 0.172 23.906 Public 1451 50
7919 No Female 0.552 13.8 Public 1451 50
7919 No Male 0.702 18.171 Public 1451 50
7919 No Male -0.008 10.083 Public 1451 50
7919 Yes Female 0.762 9.891 Public 1451 50
7919 No Male 1.172 17.775 Public 1451 50
7919 No Male 0.952 22.519 Public 1451 50
7919 No Female -0.068 23.007 Public 1451 50
7919 No Male 0.762 7.195 Public 1451 50
7919 No Male 0.612 13.475 Public 1451 50
7919 No Female 0.392 6.582 Public 1451 50
7919 No Male -0.118 23.623 Public 1451 50
7919 No Male -0.118 4.675 Public 1451 50
7919 No Male -0.038 13.184 Public 1451 50
7919 No Male 0.062 19.14 Public 1451 50
7919 No Female 0.862 20.245 Public 1451 50
7919 No Female 0.132 0.767 Public 1451 50
7919 No Female 0.652 14.991 Public 1451 50
7919 No Male 0.412 18.484 Public 1451 50
7919 No Female 0.412 13.23 Public 1451 50
7919 No Female 0.962 18.608 Public 1451 50
7919 No Female 0.622 23.578 Public 1451 50
7919 No Male -1.578 3.367 Public 1451 50
7919 No Male 0.302 10.437 Public 1451 50
7919 No Female 0.062 9.76 Public 1451 50
7919 No Female -0.408 10.889 Public 1451 50
7919 No Male 1.012 21.741 Public 1451 50
7919 No Male 0.752 21.695 Public 1451 50
7919 No Female 0.802 23.323 Public 1451 50
7919 No Female 0.762 19.043 Public 1451 50
7919 No Male 0.762 18.921 Public 1451 50
7919 No Female 0.282 8 Public 1451 50
7919 No Male 0.862 21.539 Public 1451 50
7919 No Male 0.342 21.152 Public 1451 50
7919 No Male 1.262 12.056 Public 1451 50
8009 Yes Male -0.148 5.6 Catholic 716 68
8009 Yes Male 0.072 19.843 Catholic 716 68
8009 Yes Male 0.332 5.359 Catholic 716 68
8009 No Male 0.612 18.394 Catholic 716 68
8009 No Male 0.882 17.807 Catholic 716 68
8009 No Male 0.882 14.278 Catholic 716 68
8009 No Male 0.922 12.072 Catholic 716 68
8009 No Male -0.798 3.5 Catholic 716 68
8009 No Male 0.892 17.958 Catholic 716 68
8009 Yes Male 1.252 22.772 Catholic 716 68
8009 No Male -0.588 12.224 Catholic 716 68
8009 No Male 0.912 15.402 Catholic 716 68
8009 No Male 0.902 13.255 Catholic 716 68
8009 No Male 0.932 14.514 Catholic 716 68
8009 Yes Male 1.072 16.396 Catholic 716 68
8009 No Male 0.412 19.565 Catholic 716 68
8009 No Male 1.422 22.208 Catholic 716 68
8009 Yes Male 1.192 9.52 Catholic 716 68
8009 No Male 0.482 17.953 Catholic 716 68
8009 Yes Male 1.102 6.149 Catholic 716 68
8009 No Male 0.972 22.365 Catholic 716 68
8009 No Male 0.282 11.063 Catholic 716 68
8009 Yes Male 0.672 17.724 Catholic 716 68
8009 No Male 1.072 15.422 Catholic 716 68
8009 No Male 0.522 9.718 Catholic 716 68
8009 Yes Male 0.892 9.78 Catholic 716 68
8009 Yes Male -0.388 19.686 Catholic 716 68
8009 No Male 0.042 18.604 Catholic 716 68
8009 No Male 0.302 6.153 Catholic 716 68
8009 No Male 1.072 22.373 Catholic 716 68
8009 No Male 0.002 13.331 Catholic 716 68
8009 No Male 0.612 7.824 Catholic 716 68
8009 No Male -0.358 11.307 Catholic 716 68
8009 No Male 0.502 18.814 Catholic 716 68
8009 No Male 0.662 16.452 Catholic 716 68
8009 Yes Male 0.652 9.311 Catholic 716 68
8009 No Male 1.072 17.305 Catholic 716 68
8009 Yes Male 0.792 -1.524 Catholic 716 68
8009 Yes Male -0.268 13.108 Catholic 716 68
8009 No Male 0.382 14.931 Catholic 716 68
8009 No Male 0.632 6.568 Catholic 716 68
8009 No Male 0.452 14.061 Catholic 716 68
8009 Yes Male -0.618 20.828 Catholic 716 68
8009 No Male 0.792 10.58 Catholic 716 68
8009 No Male 0.672 13.147 Catholic 716 68
8009 Yes Male 0.852 21.497 Catholic 716 68
8009 Yes Male -0.778 16.785 Catholic 716 68
8150 No Female 0.322 12.693 Catholic 868 67
8150 No Female 0.202 18.295 Catholic 868 67
8150 No Female -0.278 13.881 Catholic 868 67
8150 No Female 1.182 21.186 Catholic 868 67
8150 No Female 0.852 17.769 Catholic 868 67
8150 No Male 0.032 10.399 Catholic 868 67
8150 No Female 0.722 12.088 Catholic 868 67
8150 No Female 0.302 7.369 Catholic 868 67
8150 No Female -0.358 8.555 Catholic 868 67
8150 No Male -0.318 14.947 Catholic 868 67
8150 No Female 1.072 13.543 Catholic 868 67
8150 Yes Female 0.902 16.405 Catholic 868 67
8150 No Female 1.012 11.288 Catholic 868 67
8150 No Female -1.578 17.756 Catholic 868 67
8150 No Male 1.132 13.66 Catholic 868 67
8150 No Female -0.198 24.355 Catholic 868 67
8150 Yes Female 0.812 17.045 Catholic 868 67
8150 No Male -0.468 18.368 Catholic 868 67
8150 No Male 0.612 17.82 Catholic 868 67
8150 No Female -0.548 5.523 Catholic 868 67
8150 No Male 1.102 16.475 Catholic 868 67
8150 No Male -0.328 22.854 Catholic 868 67
8150 No Male -0.588 19.189 Catholic 868 67
8150 No Female 1.072 17.889 Catholic 868 67
8150 No Female 0.042 6.878 Catholic 868 67
8150 No Female 0.532 22.854 Catholic 868 67
8150 No Male 0.462 13.313 Catholic 868 67
8150 No Female 0.542 18.002 Catholic 868 67
8150 No Female 0.752 10.482 Catholic 868 67
8150 Yes Male 0.582 6.106 Catholic 868 67
8150 No Male -0.208 13.779 Catholic 868 67
8150 No Female -0.638 17.846 Catholic 868 67
8150 No Male 1.212 6.772 Catholic 868 67
8150 No Female 0.752 23.58 Catholic 868 67
8150 No Female 0.282 14.843 Catholic 868 67
8150 No Female 0.512 15.244 Catholic 868 67
8150 No Female 0.302 3.347 Catholic 868 67
8150 No Male -0.108 12.782 Catholic 868 67
8150 No Male 0.282 20.296 Catholic 868 67
8150 No Female -0.118 14.334 Catholic 868 67
8150 No Female 0.312 13.557 Catholic 868 67
8150 No Female -0.118 15.888 Catholic 868 67
8150 No Male 0.602 14.356 Catholic 868 67
8150 Yes Male 0.812 19.893 Catholic 868 67
8165 No Male -0.138 23.772 Catholic 1346 60
8165 No Male -0.438 14.389 Catholic 1346 60
8165 No Male 0.222 20.781 Catholic 1346 60
8165 No Male -0.138 24.252 Catholic 1346 60
8165 No Male -0.298 20.564 Catholic 1346 60
8165 No Male -0.038 14.879 Catholic 1346 60
8165 No Male 0.592 18.788 Catholic 1346 60
8165 No Male 0.942 14.578 Catholic 1346 60
8165 No Male 1.192 17.03 Catholic 1346 60
8165 No Male 0.062 20.945 Catholic 1346 60
8165 No Male -0.678 11.244 Catholic 1346 60
8165 No Male 0.332 10.989 Catholic 1346 60
8165 No Male 0.192 12.644 Catholic 1346 60
8165 No Male 0.092 10.442 Catholic 1346 60
8165 No Male -0.858 -0.179 Catholic 1346 60
8165 No Male -0.498 10.661 Catholic 1346 60
8165 No Male 0.442 11.027 Catholic 1346 60
8165 No Male 0.732 14.89 Catholic 1346 60
8165 No Male 0.572 22.771 Catholic 1346 60
8165 Yes Male -1.058 15.539 Catholic 1346 60
8165 No Male 1.192 18.822 Catholic 1346 60
8165 No Male 1.332 21.185 Catholic 1346 60
8165 Yes Male -0.588 20.399 Catholic 1346 60
8165 No Male 0.282 21.797 Catholic 1346 60
8165 No Male 0.292 19.475 Catholic 1346 60
8165 No Male 0.402 10.665 Catholic 1346 60
8165 No Male 0.152 23.065 Catholic 1346 60
8165 No Male 0.762 17.969 Catholic 1346 60
8165 No Male 0.042 20.551 Catholic 1346 60
8165 No Male -0.298 13.492 Catholic 1346 60
8165 No Male 1.122 18.215 Catholic 1346 60
8165 No Male -0.428 18.196 Catholic 1346 60
8165 No Male 0.462 8.984 Catholic 1346 60
8165 No Male 1.342 19.679 Catholic 1346 60
8165 No Male 1.272 22.37 Catholic 1346 60
8165 No Male 1.452 22.685 Catholic 1346 60
8165 No Male 0.892 23.591 Catholic 1346 60
8165 No Male 0.842 5.55 Catholic 1346 60
8165 No Male 0.112 11.24 Catholic 1346 60
8165 No Male 0.112 15.648 Catholic 1346 60
8165 Yes Male -0.588 19.391 Catholic 1346 60
8165 No Male 0.152 21.324 Catholic 1346 60
8165 No Male 1.132 15.071 Catholic 1346 60
8165 No Male -0.158 13.869 Catholic 1346 60
8165 No Male 1.102 12.676 Catholic 1346 60
8165 No Male 0.732 9.695 Catholic 1346 60
8165 No Male 0.252 15.445 Catholic 1346 60
8165 No Male 0.032 12.608 Catholic 1346 60
8165 No Male 0.502 22.447 Catholic 1346 60
8175 Yes Female 0.602 12.09 Public 1016 42
8175 Yes Male -0.958 7.272 Public 1016 42
8175 No Male 0.012 5.683 Public 1016 42
8175 No Male 0.152 5.73 Public 1016 42
8175 No Female -0.468 7.097 Public 1016 42
8175 Yes Female -0.768 18.416 Public 1016 42
8175 Yes Male -0.068 15.927 Public 1016 42
8175 No Male -0.818 4.507 Public 1016 42
8175 No Female 0.532 14.017 Public 1016 42
8175 Yes Male -0.218 9.202 Public 1016 42
8175 Yes Male 0.622 3.514 Public 1016 42
8175 Yes Female 0.112 13.703 Public 1016 42
8175 Yes Male 1.022 14.958 Public 1016 42
8175 Yes Female -1.498 5.441 Public 1016 42
8175 Yes Male 0.322 19.822 Public 1016 42
8175 Yes Male -0.478 23.689 Public 1016 42
8175 Yes Male -0.738 17.255 Public 1016 42
8175 No Female -0.298 11.531 Public 1016 42
8175 Yes Female -0.498 4.141 Public 1016 42
8175 Yes Female -0.798 10.793 Public 1016 42
8175 Yes Female 0.592 10.244 Public 1016 42
8175 No Male 0.792 6.351 Public 1016 42
8175 Yes Female -1.178 14.173 Public 1016 42
8175 Yes Female -0.148 5.284 Public 1016 42
8175 Yes Male -0.968 15.894 Public 1016 42
8175 Yes Female 0.342 11.259 Public 1016 42
8175 No Female -0.298 4.705 Public 1016 42
8175 Yes Female -1.288 14.307 Public 1016 42
8175 Yes Male -1.058 3.792 Public 1016 42
8175 No Male 0.472 24.479 Public 1016 42
8175 No Male 0.962 15.825 Public 1016 42
8175 No Male -0.158 11.356 Public 1016 42
8175 No Female 0.502 23.58 Public 1016 42
8188 No Male 0.382 23.487 Public 1896 25
8188 No Male -0.308 3.545 Public 1896 25
8188 No Female -0.268 16.653 Public 1896 25
8188 No Female 1.012 19.535 Public 1896 25
8188 No Female -0.018 14.778 Public 1896 25
8188 Yes Female -0.128 2.691 Public 1896 25
8188 No Female -1.238 5.56 Public 1896 25
8188 No Female 0.552 7.77 Public 1896 25
8188 Yes Female 1.072 8.629 Public 1896 25
8188 No Female -0.328 5.678 Public 1896 25
8188 No Female -0.838 10.259 Public 1896 25
8188 No Male -0.608 2.909 Public 1896 25
8188 No Male 1.022 9.751 Public 1896 25
8188 No Female 0.642 16.338 Public 1896 25
8188 No Female 0.182 15.216 Public 1896 25
8188 No Male 0.612 15.58 Public 1896 25
8188 No Female 0.722 18.042 Public 1896 25
8188 Yes Female -0.358 5.127 Public 1896 25
8188 No Female 0.112 22.354 Public 1896 25
8188 No Female -0.838 8.841 Public 1896 25
8188 No Female 0.212 14.848 Public 1896 25
8188 No Male 1.072 22.705 Public 1896 25
8188 No Female 0.142 12.023 Public 1896 25
8188 Yes Male 0.522 7.426 Public 1896 25
8188 No Female 0.242 22.365 Public 1896 25
8188 No Female 1.072 14.47 Public 1896 25
8188 No Female -0.138 17.763 Public 1896 25
8188 Yes Female -0.948 2.063 Public 1896 25
8188 No Male -0.538 20.627 Public 1896 25
